,Start Date,End Date,Time Scheduled,Duration (in seconds),expiwellID,Participant ID,onTask,visImag,inSpeech,intent,struct,real,concAbs,import,relGoal,fullDev,oftMind,emotVal,tempOr,funct,functOth
764,05/16/2024 04:12PM,05/16/2024 04:18PM,05/16/2024 04:11PM - 05/16/2024 04:31PM,374.498,6643ea96442523ed8792f72b,66,4.0,1.0,3.0,7.0,1.0,7.0,7.0,7.0,7.0,3.0,5.0,3.0,2.0,2.0,
765,05/16/2024 05:14PM,05/16/2024 05:15PM,05/16/2024 05:13PM - 05/16/2024 05:33PM,53.542,6643ea96442523ed8792f72b,66,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,2.0,
768,05/17/2024 11:32AM,05/17/2024 11:34AM,05/17/2024 11:13AM - 05/17/2024 11:33AM,83.673,6643ea96442523ed8792f72b,66,3.0,7.0,7.0,3.0,2.0,7.0,7.0,5.0,7.0,3.0,7.0,4.0,2.0,1.0,
769,05/17/2024 03:25PM,05/17/2024 03:26PM,05/17/2024 03:24PM - 05/17/2024 03:44PM,62.145,6643ea96442523ed8792f72b,66,5.0,7.0,7.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,
771,05/17/2024 08:00PM,05/17/2024 08:01PM,05/17/2024 07:56PM - 05/17/2024 08:16PM,45.506,6643ea96442523ed8792f72b,66,5.0,7.0,7.0,1.0,1.0,5.0,7.0,7.0,1.0,4.0,3.0,2.0,1.0,3.0,
777,05/19/2024 12:42PM,05/19/2024 12:44PM,05/19/2024 12:33PM - 05/19/2024 12:53PM,88.706,6643ea96442523ed8792f72b,66,3.0,7.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,
778,05/19/2024 02:21PM,05/19/2024 02:23PM,05/19/2024 02:18PM - 05/19/2024 02:38PM,118.359,6643ea96442523ed8792f72b,66,3.0,5.0,3.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,
779,05/19/2024 04:40PM,05/19/2024 04:41PM,05/19/2024 04:31PM - 05/19/2024 04:51PM,51.163,6643ea96442523ed8792f72b,66,3.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,3.0,7.0,2.0,3.0,
782,05/20/2024 09:42AM,05/20/2024 09:45AM,05/20/2024 09:39AM - 05/20/2024 09:59AM,136.693,6643ea96442523ed8792f72b,66,3.0,7.0,7.0,4.0,7.0,7.0,7.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,
783,05/20/2024 02:16PM,05/20/2024 02:17PM,05/20/2024 02:15PM - 05/20/2024 02:35PM,55.062,6643ea96442523ed8792f72b,66,4.0,7.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,
787,05/21/2024 09:41AM,05/21/2024 09:42AM,05/21/2024 09:40AM - 05/21/2024 10:00AM,67.47,6643ea96442523ed8792f72b,66,4.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,
790,05/21/2024 03:29PM,05/21/2024 03:30PM,05/21/2024 03:26PM - 05/21/2024 03:46PM,54.564,6643ea96442523ed8792f72b,66,5.0,7.0,7.0,1.0,3.0,1.0,7.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,
793,05/22/2024 10:15AM,05/22/2024 10:16AM,05/22/2024 10:12AM - 05/22/2024 10:32AM,43.016,6643ea96442523ed8792f72b,66,3.0,3.0,3.0,1.0,1.0,5.0,7.0,5.0,5.0,1.0,7.0,4.0,3.0,2.0,
795,05/22/2024 02:39PM,05/22/2024 02:40PM,05/22/2024 02:38PM - 05/22/2024 02:58PM,36.882,6643ea96442523ed8792f72b,66,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,
796,05/22/2024 03:14PM,05/22/2024 03:15PM,05/22/2024 03:09PM - 05/22/2024 03:29PM,79.253,6643ea96442523ed8792f72b,66,3.0,7.0,3.0,5.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,2.0,
799,05/16/2024 09:50AM,05/16/2024 09:51AM,05/16/2024 09:49AM - 05/16/2024 10:09AM,64.765,6644618e390031c62169a4f4,67,2.0,1.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,2.0,3.0,
801,05/16/2024 01:27PM,05/16/2024 01:28PM,05/16/2024 01:26PM - 05/16/2024 01:46PM,59.937,6644618e390031c62169a4f4,67,4.0,1.0,1.0,4.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,
803,05/16/2024 06:30PM,05/16/2024 06:31PM,05/16/2024 06:29PM - 05/16/2024 06:49PM,49.143,6644618e390031c62169a4f4,67,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,
807,05/17/2024 04:38PM,05/17/2024 04:38PM,05/17/2024 04:35PM - 05/17/2024 04:55PM,32.547,6644618e390031c62169a4f4,67,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,
810,05/18/2024 12:09PM,05/18/2024 12:09PM,05/18/2024 12:07PM - 05/18/2024 12:27PM,42.47,6644618e390031c62169a4f4,67,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,
811,05/18/2024 01:40PM,05/18/2024 01:41PM,05/18/2024 01:39PM - 05/18/2024 01:59PM,40.479,6644618e390031c62169a4f4,67,3.0,1.0,1.0,7.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,
816,05/19/2024 01:24PM,05/19/2024 01:24PM,05/19/2024 01:23PM - 05/19/2024 01:43PM,33.783,6644618e390031c62169a4f4,67,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,
823,05/20/2024 05:38PM,05/20/2024 05:38PM,05/20/2024 05:37PM - 05/20/2024 05:57PM,38.222,6644618e390031c62169a4f4,67,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,
824,05/21/2024 09:24AM,05/21/2024 09:25AM,05/21/2024 09:23AM - 05/21/2024 09:43AM,37.532,6644618e390031c62169a4f4,67,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,
825,05/21/2024 11:32AM,05/21/2024 11:33AM,05/21/2024 11:31AM - 05/21/2024 11:51AM,32.531,6644618e390031c62169a4f4,67,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,
827,05/21/2024 04:03PM,05/21/2024 04:04PM,05/21/2024 04:01PM - 05/21/2024 04:21PM,45.764,6644618e390031c62169a4f4,67,5.0,1.0,1.0,7.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,7.0,Curiosity 
830,05/22/2024 01:23PM,05/22/2024 01:26PM,05/22/2024 01:21PM - 05/22/2024 01:41PM,216.018,6644618e390031c62169a4f4,67,3.0,3.0,1.0,2.0,1.0,4.0,4.0,6.0,1.0,4.0,3.0,4.0,4.0,5.0,
835,05/17/2024 11:50AM,05/17/2024 11:51AM,05/17/2024 11:34AM - 05/17/2024 11:54AM,62.91,6645fcd5442523ed879e2b3c,68,3.0,1.0,5.0,5.0,4.0,7.0,7.0,4.0,7.0,4.0,7.0,4.0,3.0,2.0,
837,05/17/2024 03:25PM,05/17/2024 03:26PM,05/17/2024 03:20PM - 05/17/2024 03:40PM,52.418,6645fcd5442523ed879e2b3c,68,2.0,1.0,7.0,7.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,2.0,2.0,
840,05/18/2024 11:27AM,05/18/2024 11:29AM,05/18/2024 11:26AM - 05/18/2024 11:46AM,145.58,6645fcd5442523ed879e2b3c,68,2.0,1.0,7.0,4.0,5.0,7.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,
862,05/22/2024 09:24AM,05/22/2024 09:25AM,05/22/2024 09:23AM - 05/22/2024 09:43AM,74.051,6645fcd5442523ed879e2b3c,68,3.0,1.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,
873,05/17/2024 09:46AM,05/17/2024 09:47AM,05/17/2024 09:36AM - 05/17/2024 09:56AM,71.773,66460380442523ed879e5855,69,2.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,
877,05/17/2024 05:55PM,05/17/2024 05:57PM,05/17/2024 05:55PM - 05/17/2024 06:15PM,73.443,66460380442523ed879e5855,69,4.0,1.0,6.0,5.0,2.0,5.0,6.0,2.0,1.0,6.0,1.0,5.0,3.0,2.0,
879,05/18/2024 10:28AM,05/18/2024 10:29AM,05/18/2024 10:16AM - 05/18/2024 10:36AM,47.866,66460380442523ed879e5855,69,2.0,1.0,7.0,7.0,1.0,6.0,7.0,2.0,1.0,6.0,1.0,2.0,3.0,2.0,
882,05/19/2024 11:51AM,05/19/2024 11:51AM,05/19/2024 11:47AM - 05/19/2024 12:07PM,38.731,66460380442523ed879e5855,69,2.0,5.0,4.0,1.0,6.0,7.0,6.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,
888,05/21/2024 10:02AM,05/21/2024 10:03AM,05/21/2024 09:51AM - 05/21/2024 10:11AM,72.011,66460380442523ed879e5855,69,3.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,
892,05/21/2024 05:51PM,05/21/2024 05:51PM,05/21/2024 05:33PM - 05/21/2024 05:53PM,43.393,66460380442523ed879e5855,69,5.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,3.0,2.0,4.0,5.0,3.0,6.0,
897,05/22/2024 04:05PM,05/22/2024 04:07PM,05/22/2024 03:55PM - 05/22/2024 04:15PM,159.56,66460380442523ed879e5855,69,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,1.0,
900,05/23/2024 04:05PM,05/23/2024 04:06PM,05/23/2024 04:05PM - 05/23/2024 04:25PM,53.688,66460380442523ed879e5855,69,3.0,1.0,3.0,5.0,1.0,5.0,6.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,
902,05/17/2024 10:05AM,05/17/2024 10:06AM,05/17/2024 09:49AM - 05/17/2024 10:09AM,55.7,6645f681442523ed879df31a,70,2.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,
903,05/17/2024 11:37AM,05/17/2024 11:38AM,05/17/2024 11:32AM - 05/17/2024 11:52AM,43.683,6645f681442523ed879df31a,70,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,
904,05/17/2024 01:23PM,05/17/2024 01:24PM,05/17/2024 01:14PM - 05/17/2024 01:34PM,47.187,6645f681442523ed879df31a,70,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,
905,05/17/2024 04:19PM,05/17/2024 04:20PM,05/17/2024 04:12PM - 05/17/2024 04:32PM,52.703,6645f681442523ed879df31a,70,2.0,3.0,3.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,
906,05/17/2024 05:44PM,05/17/2024 05:44PM,05/17/2024 05:39PM - 05/17/2024 05:59PM,25.148,6645f681442523ed879df31a,70,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,
907,05/17/2024 07:06PM,05/17/2024 07:07PM,05/17/2024 07:03PM - 05/17/2024 07:23PM,27.404,6645f681442523ed879df31a,70,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,
908,05/18/2024 09:29AM,05/18/2024 09:29AM,05/18/2024 09:28AM - 05/18/2024 09:48AM,29.819,6645f681442523ed879df31a,70,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,
909,05/18/2024 11:17AM,05/18/2024 11:17AM,05/18/2024 11:16AM - 05/18/2024 11:36AM,25.844,6645f681442523ed879df31a,70,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,
910,05/18/2024 02:48PM,05/18/2024 02:48PM,05/18/2024 02:39PM - 05/18/2024 02:59PM,18.786,6645f681442523ed879df31a,70,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
911,05/18/2024 03:45PM,05/18/2024 03:46PM,05/18/2024 03:43PM - 05/18/2024 04:03PM,21.528,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,
912,05/18/2024 05:46PM,05/18/2024 05:47PM,05/18/2024 05:44PM - 05/18/2024 06:04PM,55.151,6645f681442523ed879df31a,70,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,
913,05/18/2024 07:06PM,05/18/2024 07:06PM,05/18/2024 07:04PM - 05/18/2024 07:24PM,21.878,6645f681442523ed879df31a,70,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,
914,05/19/2024 09:44AM,05/19/2024 09:44AM,05/19/2024 09:38AM - 05/19/2024 09:58AM,26.045,6645f681442523ed879df31a,70,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,
915,05/19/2024 11:27AM,05/19/2024 11:28AM,05/19/2024 11:25AM - 05/19/2024 11:45AM,46.129,6645f681442523ed879df31a,70,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,
916,05/19/2024 02:39PM,05/19/2024 02:40PM,05/19/2024 02:29PM - 05/19/2024 02:49PM,28.557,6645f681442523ed879df31a,70,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,
917,05/19/2024 04:33PM,05/19/2024 04:33PM,05/19/2024 04:31PM - 05/19/2024 04:51PM,20.606,6645f681442523ed879df31a,70,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,
918,05/19/2024 05:09PM,05/19/2024 05:10PM,05/19/2024 05:03PM - 05/19/2024 05:23PM,49.573,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,
919,05/19/2024 07:59PM,05/19/2024 08:00PM,05/19/2024 07:52PM - 05/19/2024 08:12PM,61.907,6645f681442523ed879df31a,70,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,
920,05/20/2024 10:39AM,05/20/2024 10:39AM,05/20/2024 10:38AM - 05/20/2024 10:58AM,27.877,6645f681442523ed879df31a,70,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,
921,05/20/2024 11:31AM,05/20/2024 11:31AM,05/20/2024 11:20AM - 05/20/2024 11:40AM,22.859,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,
922,05/20/2024 03:04PM,05/20/2024 03:04PM,05/20/2024 03:03PM - 05/20/2024 03:23PM,21.246,6645f681442523ed879df31a,70,3.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,
923,05/20/2024 05:18PM,05/20/2024 05:19PM,05/20/2024 05:17PM - 05/20/2024 05:37PM,30.49,6645f681442523ed879df31a,70,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,
924,05/20/2024 07:42PM,05/20/2024 07:43PM,05/20/2024 07:41PM - 05/20/2024 08:01PM,29.8,6645f681442523ed879df31a,70,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,
925,05/21/2024 09:27AM,05/21/2024 09:28AM,05/21/2024 09:26AM - 05/21/2024 09:46AM,39.788,6645f681442523ed879df31a,70,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,
926,05/21/2024 11:51AM,05/21/2024 11:51AM,05/21/2024 11:43AM - 05/21/2024 12:03PM,19.413,6645f681442523ed879df31a,70,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,
927,05/21/2024 04:24PM,05/21/2024 04:24PM,05/21/2024 04:19PM - 05/21/2024 04:39PM,33.177,6645f681442523ed879df31a,70,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,
928,05/21/2024 06:37PM,05/21/2024 06:37PM,05/21/2024 06:34PM - 05/21/2024 06:54PM,20.654,6645f681442523ed879df31a,70,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,
929,05/21/2024 08:00PM,05/21/2024 08:00PM,05/21/2024 07:59PM - 05/21/2024 08:19PM,17.744,6645f681442523ed879df31a,70,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,
930,05/22/2024 09:36AM,05/22/2024 09:36AM,05/22/2024 09:34AM - 05/22/2024 09:54AM,20.272,6645f681442523ed879df31a,70,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,
931,05/22/2024 01:22PM,05/22/2024 01:22PM,05/22/2024 01:15PM - 05/22/2024 01:35PM,21.632,6645f681442523ed879df31a,70,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,
932,05/22/2024 04:11PM,05/22/2024 04:11PM,05/22/2024 04:07PM - 05/22/2024 04:27PM,22.244,6645f681442523ed879df31a,70,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,
933,05/22/2024 05:31PM,05/22/2024 05:31PM,05/22/2024 05:15PM - 05/22/2024 05:35PM,26.781,6645f681442523ed879df31a,70,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,
934,05/22/2024 07:24PM,05/22/2024 07:25PM,05/22/2024 07:22PM - 05/22/2024 07:42PM,24.653,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,
935,05/23/2024 10:32AM,05/23/2024 10:32AM,05/23/2024 10:31AM - 05/23/2024 10:51AM,26.154,6645f681442523ed879df31a,70,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,
936,05/23/2024 12:04PM,05/23/2024 12:05PM,05/23/2024 12:03PM - 05/23/2024 12:23PM,20.829,6645f681442523ed879df31a,70,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,
937,05/23/2024 02:38PM,05/23/2024 02:38PM,05/23/2024 02:37PM - 05/23/2024 02:57PM,30.617,6645f681442523ed879df31a,70,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,
938,05/23/2024 03:36PM,05/23/2024 03:36PM,05/23/2024 03:35PM - 05/23/2024 03:55PM,19.775,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,
939,05/23/2024 05:02PM,05/23/2024 05:02PM,05/23/2024 05:00PM - 05/23/2024 05:20PM,26.7,6645f681442523ed879df31a,70,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,
940,05/17/2024 09:34AM,05/17/2024 09:35AM,05/17/2024 09:34AM - 05/17/2024 09:54AM,85.342,66461e48442523ed879f60d5,71,4.0,3.0,2.0,4.0,1.0,6.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,
941,05/17/2024 12:19PM,05/17/2024 12:21PM,05/17/2024 12:10PM - 05/17/2024 12:30PM,64.527,66461e48442523ed879f60d5,71,2.0,3.0,5.0,3.0,5.0,6.0,6.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,
942,05/17/2024 04:36PM,05/17/2024 04:38PM,05/17/2024 04:34PM - 05/17/2024 04:54PM,78.738,66461e48442523ed879f60d5,71,5.0,3.0,4.0,6.0,3.0,5.0,5.0,7.0,4.0,3.0,6.0,3.0,3.0,2.0,
943,05/17/2024 05:35PM,05/17/2024 05:36PM,05/17/2024 05:35PM - 05/17/2024 05:55PM,47.075,66461e48442523ed879f60d5,71,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,6.0,7.0,4.0,2.0,5.0,
944,05/18/2024 10:14AM,05/18/2024 10:15AM,05/18/2024 10:14AM - 05/18/2024 10:34AM,69.188,66461e48442523ed879f60d5,71,2.0,2.0,7.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,1.0,
945,05/18/2024 11:42AM,05/18/2024 11:46AM,05/18/2024 11:42AM - 05/18/2024 12:02PM,235.84,66461e48442523ed879f60d5,71,3.0,4.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,
946,05/18/2024 01:32PM,05/18/2024 01:38PM,05/18/2024 01:31PM - 05/18/2024 01:51PM,307.169,66461e48442523ed879f60d5,71,3.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,6.0,2.0,2.0,
947,05/18/2024 03:43PM,05/18/2024 03:44PM,05/18/2024 03:43PM - 05/18/2024 04:03PM,63.112,66461e48442523ed879f60d5,71,2.0,3.0,1.0,5.0,3.0,7.0,4.0,2.0,3.0,2.0,6.0,2.0,3.0,1.0,
950,05/19/2024 01:43PM,05/19/2024 01:44PM,05/19/2024 01:41PM - 05/19/2024 02:01PM,50.32,66461e48442523ed879f60d5,71,2.0,3.0,6.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,
951,05/19/2024 03:34PM,05/19/2024 03:35PM,05/19/2024 03:28PM - 05/19/2024 03:48PM,53.11,66461e48442523ed879f60d5,71,3.0,3.0,5.0,5.0,2.0,7.0,6.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,
952,05/20/2024 01:14PM,05/20/2024 01:15PM,05/20/2024 01:14PM - 05/20/2024 01:34PM,53.565,66461e48442523ed879f60d5,71,5.0,7.0,2.0,7.0,3.0,2.0,6.0,2.0,2.0,2.0,7.0,6.0,2.0,4.0,
954,05/20/2024 06:25PM,05/20/2024 06:26PM,05/20/2024 06:12PM - 05/20/2024 06:32PM,87.121,66461e48442523ed879f60d5,71,3.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,6.0,4.0,7.0,2.0,2.0,1.0,
955,05/20/2024 08:41PM,05/20/2024 08:42PM,05/20/2024 08:25PM - 05/20/2024 08:45PM,53.127,66461e48442523ed879f60d5,71,2.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,7.0,just random thoughts
957,05/21/2024 01:16PM,05/21/2024 01:16PM,05/21/2024 01:12PM - 05/21/2024 01:32PM,50.322,66461e48442523ed879f60d5,71,2.0,5.0,2.0,5.0,6.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,
958,05/21/2024 03:38PM,05/21/2024 03:39PM,05/21/2024 03:36PM - 05/21/2024 03:56PM,63.765,66461e48442523ed879f60d5,71,5.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,1.0,2.0,1.0,
959,05/21/2024 05:28PM,05/21/2024 05:29PM,05/21/2024 05:19PM - 05/21/2024 05:39PM,106.835,66461e48442523ed879f60d5,71,2.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,
960,05/21/2024 07:43PM,05/21/2024 07:46PM,05/21/2024 07:43PM - 05/21/2024 08:03PM,170.781,66461e48442523ed879f60d5,71,3.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,
962,05/22/2024 11:42AM,05/22/2024 11:48AM,05/22/2024 11:33AM - 05/22/2024 11:53AM,374.45,66461e48442523ed879f60d5,71,3.0,3.0,6.0,4.0,3.0,3.0,5.0,5.0,7.0,5.0,7.0,4.0,2.0,1.0,
963,05/22/2024 02:21PM,05/22/2024 02:23PM,05/22/2024 02:21PM - 05/22/2024 02:41PM,98.425,66461e48442523ed879f60d5,71,4.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,6.0,5.0,7.0,3.0,2.0,1.0,
964,05/22/2024 03:11PM,05/22/2024 03:12PM,05/22/2024 03:01PM - 05/22/2024 03:21PM,44.885,66461e48442523ed879f60d5,71,2.0,5.0,7.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,
965,05/22/2024 06:21PM,05/22/2024 06:23PM,05/22/2024 06:20PM - 05/22/2024 06:40PM,135.336,66461e48442523ed879f60d5,71,4.0,4.0,5.0,2.0,6.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,
967,05/23/2024 10:26AM,05/23/2024 10:28AM,05/23/2024 10:24AM - 05/23/2024 10:44AM,163.983,66461e48442523ed879f60d5,71,3.0,3.0,6.0,3.0,5.0,3.0,7.0,1.0,2.0,4.0,6.0,4.0,4.0,3.0,
969,05/23/2024 01:50PM,05/23/2024 01:51PM,05/23/2024 01:46PM - 05/23/2024 02:06PM,73.464,66461e48442523ed879f60d5,71,4.0,2.0,5.0,4.0,6.0,5.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,5.0,
970,05/23/2024 06:27PM,05/23/2024 06:28PM,05/23/2024 06:19PM - 05/23/2024 06:39PM,47.24,66461e48442523ed879f60d5,71,2.0,6.0,2.0,3.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,
971,05/23/2024 07:03PM,05/23/2024 07:05PM,05/23/2024 07:01PM - 05/23/2024 07:21PM,117.884,66461e48442523ed879f60d5,71,5.0,4.0,3.0,6.0,5.0,5.0,6.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,
972,05/17/2024 09:15AM,05/17/2024 09:17AM,05/17/2024 09:14AM - 05/17/2024 09:34AM,141.17,6645fd34442523ed879e2e74,72,4.0,3.0,7.0,2.0,3.0,3.0,7.0,7.0,5.0,4.0,5.0,5.0,3.0,1.0,
973,05/17/2024 11:52AM,05/17/2024 11:54AM,05/17/2024 11:51AM - 05/17/2024 12:11PM,126.844,6645fd34442523ed879e2e74,72,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,6.0,
976,05/17/2024 07:25PM,05/17/2024 07:27PM,05/17/2024 07:24PM - 05/17/2024 07:44PM,117.617,6645fd34442523ed879e2e74,72,4.0,4.0,7.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,
