,Start Date,End Date,Time Scheduled,Duration (in seconds),expiwellID,Participant ID,onTask,visImag,inSpeech,intent,struct,real,concAbs,import,relGoal,fullDev,oftMind,emotVal,tempOr,funct,functOth
1942,05/24/2024 12:42PM,05/24/2024 12:43PM,05/24/2024 12:27PM - 05/24/2024 12:47PM,30.157,664ce4f1cfaa164d86340d96,104,3.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,6.0,
1943,05/24/2024 02:41PM,05/24/2024 02:42PM,05/24/2024 02:37PM - 05/24/2024 02:57PM,20.402,664ce4f1cfaa164d86340d96,104,3.0,3.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0,6.0,3.0,3.0,
1944,05/24/2024 04:28PM,05/24/2024 04:28PM,05/24/2024 04:26PM - 05/24/2024 04:46PM,19.969,664ce4f1cfaa164d86340d96,104,3.0,3.0,2.0,4.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,4.0,2.0,2.0,
1945,05/24/2024 05:16PM,05/24/2024 05:16PM,05/24/2024 05:15PM - 05/24/2024 05:35PM,19.84,664ce4f1cfaa164d86340d96,104,3.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,
1946,05/24/2024 07:05PM,05/24/2024 07:05PM,05/24/2024 07:01PM - 05/24/2024 07:21PM,30.579,664ce4f1cfaa164d86340d96,104,5.0,5.0,4.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,6.0,2.0,4.0,
1947,05/25/2024 10:09AM,05/25/2024 10:09AM,05/25/2024 10:07AM - 05/25/2024 10:27AM,30.871,664ce4f1cfaa164d86340d96,104,3.0,3.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,4.0,
1948,05/25/2024 01:22PM,05/25/2024 01:22PM,05/25/2024 01:21PM - 05/25/2024 01:41PM,20.435,664ce4f1cfaa164d86340d96,104,3.0,1.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,
1949,05/25/2024 03:16PM,05/25/2024 03:17PM,05/25/2024 03:15PM - 05/25/2024 03:35PM,48.875,664ce4f1cfaa164d86340d96,104,3.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,
1950,05/25/2024 06:21PM,05/25/2024 06:21PM,05/25/2024 06:20PM - 05/25/2024 06:40PM,28.088,664ce4f1cfaa164d86340d96,104,3.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,3.0,4.0,
1951,05/26/2024 09:29AM,05/26/2024 09:29AM,05/26/2024 09:28AM - 05/26/2024 09:48AM,23.409,664ce4f1cfaa164d86340d96,104,3.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,6.0,4.0,2.0,6.0,
1952,05/26/2024 11:50AM,05/26/2024 11:50AM,05/26/2024 11:49AM - 05/26/2024 12:09PM,21.386,664ce4f1cfaa164d86340d96,104,4.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0,5.0,
1953,05/26/2024 02:36PM,05/26/2024 02:36PM,05/26/2024 02:35PM - 05/26/2024 02:55PM,29.51,664ce4f1cfaa164d86340d96,104,3.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,
1954,05/26/2024 03:29PM,05/26/2024 03:30PM,05/26/2024 03:27PM - 05/26/2024 03:47PM,19.645,664ce4f1cfaa164d86340d96,104,3.0,4.0,6.0,4.0,3.0,6.0,4.0,4.0,5.0,3.0,6.0,5.0,4.0,3.0,
1955,05/26/2024 05:47PM,05/26/2024 05:47PM,05/26/2024 05:46PM - 05/26/2024 06:06PM,21.663,664ce4f1cfaa164d86340d96,104,4.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,2.0,4.0,
1956,05/27/2024 10:38AM,05/27/2024 10:38AM,05/27/2024 10:37AM - 05/27/2024 10:57AM,28.678,664ce4f1cfaa164d86340d96,104,3.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,2.0,5.0,
1957,05/27/2024 11:43AM,05/27/2024 11:43AM,05/27/2024 11:33AM - 05/27/2024 11:53AM,33.332,664ce4f1cfaa164d86340d96,104,3.0,5.0,6.0,5.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,3.0,3.0,
1958,05/27/2024 01:27PM,05/27/2024 01:28PM,05/27/2024 01:12PM - 05/27/2024 01:32PM,20.973,664ce4f1cfaa164d86340d96,104,3.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,
1959,05/27/2024 03:18PM,05/27/2024 03:18PM,05/27/2024 03:16PM - 05/27/2024 03:36PM,23.413,664ce4f1cfaa164d86340d96,104,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,
1960,05/27/2024 06:27PM,05/27/2024 06:27PM,05/27/2024 06:13PM - 05/27/2024 06:33PM,43.739,664ce4f1cfaa164d86340d96,104,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,5.0,
1961,05/28/2024 10:32AM,05/28/2024 10:32AM,05/28/2024 10:31AM - 05/28/2024 10:51AM,22.017,664ce4f1cfaa164d86340d96,104,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,6.0,5.0,6.0,2.0,5.0,
1962,05/28/2024 11:57AM,05/28/2024 11:58AM,05/28/2024 11:44AM - 05/28/2024 12:04PM,21.617,664ce4f1cfaa164d86340d96,104,3.0,3.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,2.0,4.0,
1963,05/28/2024 01:51PM,05/28/2024 02:10PM,05/28/2024 01:46PM - 05/28/2024 02:06PM,1175.085,664ce4f1cfaa164d86340d96,104,3.0,5.0,4.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,3.0,4.0,
1964,05/28/2024 03:26PM,05/28/2024 03:27PM,05/28/2024 03:22PM - 05/28/2024 03:42PM,57.985,664ce4f1cfaa164d86340d96,104,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,2.0,3.0,
1965,05/28/2024 05:56PM,05/28/2024 05:56PM,05/28/2024 05:54PM - 05/28/2024 06:14PM,34.3,664ce4f1cfaa164d86340d96,104,3.0,5.0,3.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,
1966,05/22/2024 01:41PM,05/22/2024 01:46PM,05/22/2024 01:30PM - 05/22/2024 01:50PM,295.303,664d202e35c6ffacb4cbf0f3,105,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,
1967,05/22/2024 03:15PM,05/22/2024 03:16PM,05/22/2024 03:14PM - 05/22/2024 03:34PM,63.039,664d202e35c6ffacb4cbf0f3,105,3.0,3.0,5.0,3.0,4.0,5.0,7.0,7.0,7.0,3.0,4.0,4.0,3.0,2.0,
1968,05/22/2024 05:16PM,05/22/2024 05:17PM,05/22/2024 05:15PM - 05/22/2024 05:35PM,50.604,664d202e35c6ffacb4cbf0f3,105,2.0,2.0,2.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,
1969,05/22/2024 07:05PM,05/22/2024 07:06PM,05/22/2024 07:03PM - 05/22/2024 07:23PM,59.078,664d202e35c6ffacb4cbf0f3,105,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,
1970,05/23/2024 09:17AM,05/23/2024 09:18AM,05/23/2024 09:15AM - 05/23/2024 09:35AM,44.355,664d202e35c6ffacb4cbf0f3,105,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,
1973,05/23/2024 06:51PM,05/23/2024 06:52PM,05/23/2024 06:36PM - 05/23/2024 06:56PM,42.455,664d202e35c6ffacb4cbf0f3,105,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,
1975,05/24/2024 10:34AM,05/24/2024 10:34AM,05/24/2024 10:33AM - 05/24/2024 10:53AM,42.575,664d202e35c6ffacb4cbf0f3,105,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,
1978,05/24/2024 04:18PM,05/24/2024 04:19PM,05/24/2024 04:17PM - 05/24/2024 04:37PM,43.405,664d202e35c6ffacb4cbf0f3,105,2.0,7.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,3.0,4.0,
1981,05/25/2024 12:03PM,05/25/2024 12:04PM,05/25/2024 12:02PM - 05/25/2024 12:22PM,38.657,664d202e35c6ffacb4cbf0f3,105,2.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,
1987,05/26/2024 12:34PM,05/26/2024 12:37PM,05/26/2024 12:32PM - 05/26/2024 12:52PM,184.856,664d202e35c6ffacb4cbf0f3,105,3.0,4.0,1.0,3.0,3.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,
1991,05/26/2024 07:40PM,05/26/2024 07:43PM,05/26/2024 07:38PM - 05/26/2024 07:58PM,198.656,664d202e35c6ffacb4cbf0f3,105,3.0,7.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,
1996,05/27/2024 05:28PM,05/27/2024 05:31PM,05/27/2024 05:22PM - 05/27/2024 05:42PM,152.563,664d202e35c6ffacb4cbf0f3,105,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,
2002,05/28/2024 05:02PM,05/28/2024 05:08PM,05/28/2024 05:01PM - 05/28/2024 05:21PM,344.626,664d202e35c6ffacb4cbf0f3,105,3.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,
2004,05/22/2024 10:37AM,05/22/2024 10:39AM,05/22/2024 10:31AM - 05/22/2024 10:51AM,88.624,664d2c64cfaa164d86361b7e,106,2.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,5.0,
2011,05/23/2024 03:32PM,05/23/2024 03:32PM,05/23/2024 03:21PM - 05/23/2024 03:41PM,23.927,664d2c64cfaa164d86361b7e,106,3.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,
2013,05/23/2024 08:15PM,05/23/2024 08:15PM,05/23/2024 08:14PM - 05/23/2024 08:34PM,27.036,664d2c64cfaa164d86361b7e,106,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,
2018,05/24/2024 07:15PM,05/24/2024 07:16PM,05/24/2024 07:13PM - 05/24/2024 07:33PM,83.985,664d2c64cfaa164d86361b7e,106,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,3.0,3.0,
2020,05/25/2024 02:13PM,05/25/2024 02:13PM,05/25/2024 02:02PM - 05/25/2024 02:22PM,25.826,664d2c64cfaa164d86361b7e,106,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,
2023,05/26/2024 11:28AM,05/26/2024 11:28AM,05/26/2024 11:27AM - 05/26/2024 11:47AM,22.695,664d2c64cfaa164d86361b7e,106,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,
2025,05/26/2024 03:09PM,05/26/2024 03:09PM,05/26/2024 03:08PM - 05/26/2024 03:28PM,29.197,664d2c64cfaa164d86361b7e,106,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,
2029,05/27/2024 01:35PM,05/27/2024 01:35PM,05/27/2024 01:34PM - 05/27/2024 01:54PM,28.437,664d2c64cfaa164d86361b7e,106,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,
2033,05/28/2024 11:32AM,05/28/2024 11:32AM,05/28/2024 11:31AM - 05/28/2024 11:51AM,27.227,664d2c64cfaa164d86361b7e,106,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,
2036,05/22/2024 09:41AM,05/22/2024 09:42AM,05/22/2024 09:30AM - 05/22/2024 09:50AM,82.245,664d2db7cfaa164d8636282b,107,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,4.0,3.0,
2038,05/22/2024 02:35PM,05/22/2024 02:37PM,05/22/2024 02:29PM - 05/22/2024 02:49PM,122.064,664d2db7cfaa164d8636282b,107,4.0,1.0,7.0,1.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,
2040,05/22/2024 06:15PM,05/22/2024 06:17PM,05/22/2024 06:14PM - 05/22/2024 06:34PM,100.296,664d2db7cfaa164d8636282b,107,4.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,3.0,1.0,
2042,05/23/2024 09:13AM,05/23/2024 09:14AM,05/23/2024 09:08AM - 05/23/2024 09:28AM,86.062,664d2db7cfaa164d8636282b,107,2.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,
2043,05/23/2024 11:14AM,05/23/2024 11:14AM,05/23/2024 11:02AM - 05/23/2024 11:22AM,55.499,664d2db7cfaa164d8636282b,107,4.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,3.0,2.0,
2045,05/23/2024 03:28PM,05/23/2024 03:30PM,05/23/2024 03:25PM - 05/23/2024 03:45PM,92.015,664d2db7cfaa164d8636282b,107,3.0,6.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,5.0,
2046,05/23/2024 06:39PM,05/23/2024 06:42PM,05/23/2024 06:35PM - 05/23/2024 06:55PM,134.994,664d2db7cfaa164d8636282b,107,4.0,1.0,6.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,
2048,05/24/2024 10:26AM,05/24/2024 10:28AM,05/24/2024 10:18AM - 05/24/2024 10:38AM,78.156,664d2db7cfaa164d8636282b,107,5.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,
2050,05/24/2024 03:42PM,05/24/2024 03:43PM,05/24/2024 03:41PM - 05/24/2024 04:01PM,46.631,664d2db7cfaa164d8636282b,107,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,
2053,05/25/2024 10:28AM,05/25/2024 10:29AM,05/25/2024 10:26AM - 05/25/2024 10:46AM,38.415,664d2db7cfaa164d8636282b,107,4.0,5.0,1.0,1.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,2.0,1.0,3.0,
2057,05/25/2024 07:19PM,05/25/2024 07:21PM,05/25/2024 07:16PM - 05/25/2024 07:36PM,85.551,664d2db7cfaa164d8636282b,107,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,
2058,05/26/2024 10:03AM,05/26/2024 10:04AM,05/26/2024 09:59AM - 05/26/2024 10:19AM,72.654,664d2db7cfaa164d8636282b,107,3.0,1.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,3.0,5.0,4.0,2.0,3.0,
2059,05/26/2024 12:17PM,05/26/2024 12:19PM,05/26/2024 12:16PM - 05/26/2024 12:36PM,107.114,664d2db7cfaa164d8636282b,107,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,
2060,05/26/2024 02:25PM,05/26/2024 02:26PM,05/26/2024 02:21PM - 05/26/2024 02:41PM,70.514,664d2db7cfaa164d8636282b,107,4.0,1.0,1.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,
2061,05/26/2024 04:03PM,05/26/2024 04:04PM,05/26/2024 03:55PM - 05/26/2024 04:15PM,39.385,664d2db7cfaa164d8636282b,107,3.0,2.0,4.0,2.0,4.0,5.0,3.0,6.0,3.0,2.0,5.0,4.0,2.0,3.0,
2062,05/26/2024 05:30PM,05/26/2024 05:31PM,05/26/2024 05:25PM - 05/26/2024 05:45PM,70.308,664d2db7cfaa164d8636282b,107,4.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,
2064,05/27/2024 09:46AM,05/27/2024 09:47AM,05/27/2024 09:45AM - 05/27/2024 10:05AM,52.517,664d2db7cfaa164d8636282b,107,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,
2065,05/27/2024 12:26PM,05/27/2024 12:27PM,05/27/2024 12:18PM - 05/27/2024 12:38PM,54.641,664d2db7cfaa164d8636282b,107,2.0,1.0,1.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,
2070,05/27/2024 08:02PM,05/27/2024 08:03PM,05/27/2024 07:58PM - 05/27/2024 08:18PM,67.128,664d2db7cfaa164d8636282b,107,3.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,
2071,05/28/2024 09:07AM,05/28/2024 09:08AM,05/28/2024 09:03AM - 05/28/2024 09:23AM,72.861,664d2db7cfaa164d8636282b,107,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,
2072,05/28/2024 12:22PM,05/28/2024 12:24PM,05/28/2024 12:08PM - 05/28/2024 12:28PM,107.154,664d2db7cfaa164d8636282b,107,3.0,1.0,6.0,6.0,1.0,6.0,4.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,
2073,05/28/2024 02:08PM,05/28/2024 02:08PM,05/28/2024 02:02PM - 05/28/2024 02:22PM,47.32,664d2db7cfaa164d8636282b,107,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,
2074,05/28/2024 03:40PM,05/28/2024 03:41PM,05/28/2024 03:33PM - 05/28/2024 03:53PM,51.959,664d2db7cfaa164d8636282b,107,4.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,
2075,05/28/2024 06:33PM,05/28/2024 06:34PM,05/28/2024 06:29PM - 05/28/2024 06:49PM,56.952,664d2db7cfaa164d8636282b,107,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,2.0,1.0,
2077,05/22/2024 09:09AM,05/22/2024 09:10AM,05/22/2024 09:02AM - 05/22/2024 09:22AM,86.476,664d3515cfaa164d86366cf6,108,4.0,1.0,7.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,5.0,
2078,05/22/2024 11:38AM,05/22/2024 11:39AM,05/22/2024 11:38AM - 05/22/2024 11:58AM,73.204,664d3515cfaa164d86366cf6,108,3.0,1.0,5.0,1.0,6.0,6.0,6.0,2.0,1.0,3.0,7.0,3.0,3.0,3.0,
2079,05/22/2024 01:34PM,05/22/2024 01:35PM,05/22/2024 01:24PM - 05/22/2024 01:44PM,56.617,664d3515cfaa164d86366cf6,108,3.0,5.0,1.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,3.0,2.0,
2080,05/22/2024 03:15PM,05/22/2024 03:16PM,05/22/2024 03:03PM - 05/22/2024 03:23PM,62.719,664d3515cfaa164d86366cf6,108,4.0,1.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,2.0,4.0,
2081,05/22/2024 05:44PM,05/22/2024 05:46PM,05/22/2024 05:32PM - 05/22/2024 05:52PM,141.234,664d3515cfaa164d86366cf6,108,3.0,2.0,6.0,3.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,2.0,3.0,
2082,05/22/2024 08:15PM,05/22/2024 08:16PM,05/22/2024 08:13PM - 05/22/2024 08:33PM,58.942,664d3515cfaa164d86366cf6,108,4.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,3.0,4.0,
2083,05/23/2024 10:21AM,05/23/2024 10:22AM,05/23/2024 10:11AM - 05/23/2024 10:31AM,86.843,664d3515cfaa164d86366cf6,108,5.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,4.0,
2084,05/23/2024 11:47AM,05/23/2024 11:49AM,05/23/2024 11:44AM - 05/23/2024 12:04PM,75.965,664d3515cfaa164d86366cf6,108,4.0,1.0,7.0,1.0,5.0,7.0,7.0,7.0,7.0,3.0,7.0,5.0,3.0,2.0,
2085,05/23/2024 03:56PM,05/23/2024 03:58PM,05/23/2024 03:52PM - 05/23/2024 04:12PM,109.922,664d3515cfaa164d86366cf6,108,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,
2086,05/23/2024 05:35PM,05/23/2024 05:37PM,05/23/2024 05:16PM - 05/23/2024 05:36PM,113.501,664d3515cfaa164d86366cf6,108,3.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,
2087,05/23/2024 07:23PM,05/23/2024 07:24PM,05/23/2024 07:20PM - 05/23/2024 07:40PM,43.889,664d3515cfaa164d86366cf6,108,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,
2088,05/24/2024 09:46AM,05/24/2024 09:47AM,05/24/2024 09:46AM - 05/24/2024 10:06AM,74.194,664d3515cfaa164d86366cf6,108,4.0,1.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,1.0,6.0,5.0,4.0,4.0,
2089,05/24/2024 11:59AM,05/24/2024 12:00PM,05/24/2024 11:57AM - 05/24/2024 12:17PM,96.643,664d3515cfaa164d86366cf6,108,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,
2091,05/24/2024 03:25PM,05/24/2024 03:26PM,05/24/2024 03:12PM - 05/24/2024 03:32PM,50.203,664d3515cfaa164d86366cf6,108,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,
2093,05/24/2024 07:12PM,05/24/2024 07:13PM,05/24/2024 07:07PM - 05/24/2024 07:27PM,73.748,664d3515cfaa164d86366cf6,108,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,
2094,05/25/2024 09:24AM,05/25/2024 09:26AM,05/25/2024 09:18AM - 05/25/2024 09:38AM,88.899,664d3515cfaa164d86366cf6,108,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,
2095,05/25/2024 12:52PM,05/25/2024 12:54PM,05/25/2024 12:37PM - 05/25/2024 12:57PM,91.468,664d3515cfaa164d86366cf6,108,3.0,5.0,1.0,1.0,5.0,6.0,5.0,5.0,3.0,4.0,5.0,7.0,3.0,4.0,
2096,05/25/2024 02:12PM,05/25/2024 02:13PM,05/25/2024 02:10PM - 05/25/2024 02:30PM,71.177,664d3515cfaa164d86366cf6,108,4.0,1.0,5.0,1.0,7.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,
2097,05/25/2024 03:54PM,05/25/2024 03:55PM,05/25/2024 03:46PM - 05/25/2024 04:06PM,65.91,664d3515cfaa164d86366cf6,108,2.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,2.0,3.0,
2098,05/25/2024 05:44PM,05/25/2024 05:45PM,05/25/2024 05:33PM - 05/25/2024 05:53PM,51.89,664d3515cfaa164d86366cf6,108,2.0,3.0,6.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,2.0,
2100,05/26/2024 10:35AM,05/26/2024 10:36AM,05/26/2024 10:32AM - 05/26/2024 10:52AM,56.541,664d3515cfaa164d86366cf6,108,4.0,3.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,
2102,05/26/2024 01:17PM,05/26/2024 01:19PM,05/26/2024 01:13PM - 05/26/2024 01:33PM,124.468,664d3515cfaa164d86366cf6,108,3.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,
2104,05/26/2024 05:12PM,05/26/2024 05:13PM,05/26/2024 05:08PM - 05/26/2024 05:28PM,42.585,664d3515cfaa164d86366cf6,108,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,
2105,05/26/2024 07:27PM,05/26/2024 07:29PM,05/26/2024 07:20PM - 05/26/2024 07:40PM,73.453,664d3515cfaa164d86366cf6,108,4.0,1.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,
2107,05/27/2024 11:31AM,05/27/2024 11:32AM,05/27/2024 11:15AM - 05/27/2024 11:35AM,53.433,664d3515cfaa164d86366cf6,108,3.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,
2112,05/28/2024 09:41AM,05/28/2024 09:42AM,05/28/2024 09:31AM - 05/28/2024 09:51AM,75.997,664d3515cfaa164d86366cf6,108,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,
2113,05/28/2024 11:09AM,05/28/2024 11:10AM,05/28/2024 11:06AM - 05/28/2024 11:26AM,40.804,664d3515cfaa164d86366cf6,108,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,2.0,
2114,05/28/2024 02:40PM,05/28/2024 02:42PM,05/28/2024 02:37PM - 05/28/2024 02:57PM,71.037,664d3515cfaa164d86366cf6,108,3.0,1.0,6.0,1.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,
2116,05/28/2024 06:04PM,05/28/2024 06:05PM,05/28/2024 05:48PM - 05/28/2024 06:08PM,77.965,664d3515cfaa164d86366cf6,108,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,
2131,05/22/2024 09:55AM,05/22/2024 09:57AM,05/22/2024 09:47AM - 05/22/2024 10:07AM,157.885,664cb487cfaa164d863247a6,110,3.0,4.0,1.0,2.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,6.0,2.0,5.0,
2132,05/22/2024 12:05PM,05/22/2024 12:07PM,05/22/2024 12:00PM - 05/22/2024 12:20PM,106.303,664cb487cfaa164d863247a6,110,2.0,1.0,3.0,6.0,5.0,7.0,5.0,3.0,4.0,5.0,1.0,4.0,2.0,1.0,
2134,05/22/2024 04:19PM,05/22/2024 04:21PM,05/22/2024 04:18PM - 05/22/2024 04:38PM,93.321,664cb487cfaa164d863247a6,110,5.0,3.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,1.0,3.0,6.0,3.0,2.0,
